,0,1,2,3,4,label
0,7.6768585e-19,1.3466941e-32,1.2124516e-08,0.9999167,8.327467e-05,3.0
1,6.5118643e-21,1.3465664e-34,1.2181042e-09,0.9999907,9.258421e-06,3.0
2,5.9858793e-18,8.568009e-31,9.859915e-08,0.99978536,0.00021458,3.0
3,1.8404787e-13,2.6479653e-24,0.0002724989,0.9834184,0.016309133,3.0
4,1.5493664e-07,6.5406283e-15,0.9048358,0.0019722364,0.093191855,2.0
5,0.0009506977,1.57536e-07,0.9987386,1.260785e-10,0.00031060644,2.0
6,0.88134676,0.05422137,0.06443058,3.768075e-17,1.2936537e-06,0.0
7,0.9930402,0.0054893056,0.0014703044,6.2554236e-19,2.165988e-07,0.0
8,0.9947429,1.9759743e-06,0.0051353,1.661832e-14,0.000119793025,0.0
9,0.017462332,1.3198787e-12,0.08043583,1.2893015e-06,0.90210056,4.0
10,2.4245855e-06,1.0911109e-18,0.0075982967,0.004176338,0.988223,4.0
11,1.8770527e-09,1.04904736e-22,0.0026709451,0.6972955,0.3000335,3.0
12,1.810485e-10,3.8437822e-23,0.0027916885,0.93164617,0.06556209,3.0
13,1.4675793e-09,8.488398e-22,0.005596291,0.79241025,0.20199351,3.0
14,9.858468e-09,5.754975e-22,0.00020403217,0.122224204,0.8775717,4.0
15,1.5946398e-08,3.009074e-24,1.1486083e-07,0.0022308824,0.997769,4.0
16,2.5221247e-09,7.007872e-28,4.996484e-11,0.00041173366,0.9995883,4.0
17,9.089987e-11,3.0230278e-31,1.3923166e-13,0.00057110284,0.9994289,4.0
18,1.4411782e-11,7.73072e-33,9.016034e-15,0.0007136222,0.99928635,4.0
19,7.45775e-12,1.3952861e-33,2.1226802e-15,0.0012374276,0.9987626,4.0
20,1.1731094e-11,4.6729008e-33,6.195464e-15,0.0019138851,0.9980861,4.0
21,1.8600814e-10,9.6877925e-31,1.4332891e-13,0.00091052183,0.9990895,4.0
22,9.3669506e-08,8.805282e-26,4.7060224e-11,8.8162495e-05,0.9999118,4.0
23,5.536142e-05,6.93134e-20,1.6889979e-07,7.882011e-06,0.9999366,4.0
24,0.37411615,1.7142546e-11,0.001764018,7.1278635e-08,0.62411976,4.0
25,0.9932534,9.591412e-07,0.0063825776,7.566669e-13,0.00036305372,0.0
26,0.89598334,2.5292404e-05,0.10386682,2.1108076e-13,0.00012452921,0.0
27,0.048663612,3.0252343e-07,0.9506274,3.912443e-11,0.0007087531,2.0
28,0.00031923017,3.9950578e-11,0.99520737,2.9482766e-08,0.004473396,2.0
29,1.1628894e-08,1.6938154e-19,0.08380238,0.34219098,0.5740067,4.0
